date,medicine_name,category,past_7_day_sales,past_30_day_avg_sales,current_stock,days_to_expiry,price_per_unit,daily_sales_real
2015-02-26,Diclofenac,M01AB,40,180,35,155,280,6.0
2015-02-27,Diclofenac,M01AB,47,189,60,158,92,6.33
2015-02-28,Diclofenac,M01AB,52,190,51,11,89,6.34
2015-03-01,Diclofenac,M01AB,67,270,95,333,115,9.0
2015-03-02,Diclofenac,M01AB,50,200,50,288,350,6.67
2015-03-03,Diclofenac,M01AB,47,240,65,296,51,8.0
2015-03-04,Diclofenac,M01AB,68,290,56,147,223,9.68
2015-03-05,Diclofenac,M01AB,39,180,41,165,106,6.0
2015-03-06,Diclofenac,M01AB,14,60,13,72,291,2.0
2015-03-07,Diclofenac,M01AB,26,99,25,85,333,3.33
2015-03-08,Diclofenac,M01AB,44,180,54,366,137,6.0
2015-03-09,Diclofenac,M01AB,15,60,12,199,102,2.0
2015-03-10,Diclofenac,M01AB,8,40,6,319,50,1.34
2015-03-11,Diclofenac,M01AB,91,330,85,272,45,11.0
2015-03-12,Diclofenac,M01AB,20,80,19,75,108,2.68
2015-03-13,Diclofenac,M01AB,30,120,24,26,239,4.0
2015-03-14,Diclofenac,M01AB,17,79,15,56,210,2.66
2015-03-15,Diclofenac,M01AB,21,100,13,47,201,3.34
2015-03-16,Diclofenac,M01AB,62,240,86,50,56,8.0
2015-03-17,Diclofenac,M01AB,31,150,29,107,147,5.0
2015-03-18,Diclofenac,M01AB,41,219,37,20,156,7.33
2015-03-19,Diclofenac,M01AB,12,60,14,211,123,2.0
2015-03-20,Diclofenac,M01AB,6,30,7,60,194,1.0
2015-03-21,Diclofenac,M01AB,83,309,63,362,167,10.33
2015-03-22,Diclofenac,M01AB,49,250,45,65,212,8.34
2015-03-23,Diclofenac,M01AB,12,60,14,256,209,2.0
2015-03-24,Diclofenac,M01AB,26,120,23,162,220,4.0
2015-03-25,Diclofenac,M01AB,28,110,39,258,256,3.68
2015-03-26,Diclofenac,M01AB,34,150,45,146,260,5.0
2015-03-27,Diclofenac,M01AB,20,90,28,219,274,3.0
2015-03-28,Diclofenac,M01AB,9,39,7,61,153,1.33
2015-03-29,Diclofenac,M01AB,33,180,46,33,166,6.0
2015-03-30,Diclofenac,M01AB,48,189,68,134,331,6.33
2015-03-31,Diclofenac,M01AB,29,150,26,132,244,5.0
2015-04-01,Diclofenac,M01AB,49,190,65,284,288,6.34
2015-04-02,Diclofenac,M01AB,34,150,47,98,299,5.0
2015-04-03,Diclofenac,M01AB,30,159,38,131,131,5.33
2015-04-04,Diclofenac,M01AB,27,110,26,313,325,3.67
2015-04-05,Diclofenac,M01AB,23,100,17,238,345,3.34
2015-04-06,Diclofenac,M01AB,59,219,68,171,127,7.33
2015-04-07,Diclofenac,M01AB,39,180,27,292,316,6.0
2015-04-08,Diclofenac,M01AB,24,120,30,264,284,4.0
2015-04-09,Diclofenac,M01AB,10,39,13,211,274,1.33
2015-04-10,Diclofenac,M01AB,64,295,61,308,193,9.84
2015-04-11,Diclofenac,M01AB,81,350,59,236,346,11.68
2015-04-12,Diclofenac,M01AB,1,0,0,74,217,0.0
2015-04-13,Diclofenac,M01AB,55,200,53,103,90,6.67
2015-04-14,Diclofenac,M01AB,27,139,34,27,74,4.66
2015-04-15,Diclofenac,M01AB,13,60,9,324,98,2.0
2015-04-16,Diclofenac,M01AB,16,70,8,361,218,2.34
2015-04-17,Diclofenac,M01AB,62,279,32,238,324,9.33
2015-04-18,Diclofenac,M01AB,56,219,68,356,244,7.33
2015-04-19,Diclofenac,M01AB,60,279,62,254,23,9.32
2015-04-20,Diclofenac,M01AB,19,90,16,366,75,3.0
2015-04-21,Diclofenac,M01AB,39,189,22,136,349,6.33
2015-04-22,Diclofenac,M01AB,7,39,10,242,245,1.33
2015-04-23,Diclofenac,M01AB,26,120,16,331,113,4.0
2015-04-24,Diclofenac,M01AB,71,300,46,159,114,10.0
2015-04-25,Diclofenac,M01AB,31,150,40,279,185,5.0
2015-04-26,Diclofenac,M01AB,58,210,33,248,139,7.0
2015-04-27,Diclofenac,M01AB,18,90,26,318,224,3.0
2015-04-28,Diclofenac,M01AB,36,129,47,64,199,4.33
2015-04-29,Diclofenac,M01AB,12,60,12,274,181,2.0
2015-04-30,Diclofenac,M01AB,19,90,11,399,92,3.0
2015-05-01,Diclofenac,M01AB,43,160,23,300,24,5.34
2015-05-02,Diclofenac,M01AB,33,150,25,362,77,5.0
2015-05-03,Diclofenac,M01AB,45,200,43,47,92,6.67
2015-05-04,Diclofenac,M01AB,26,120,36,103,300,4.0
2015-05-05,Diclofenac,M01AB,21,100,17,379,163,3.34
2015-05-06,Diclofenac,M01AB,38,139,25,234,342,4.66
2015-05-07,Diclofenac,M01AB,12,60,16,117,15,2.0
2015-05-08,Diclofenac,M01AB,5,30,4,116,21,1.0
2015-05-09,Diclofenac,M01AB,26,109,17,114,196,3.66
2015-05-10,Diclofenac,M01AB,25,100,18,56,35,3.34
2015-05-11,Diclofenac,M01AB,26,99,21,232,321,3.33
2015-05-12,Diclofenac,M01AB,54,219,48,70,220,7.33
2015-05-13,Diclofenac,M01AB,61,240,46,240,90,8.0
2015-05-14,Diclofenac,M01AB,18,90,17,271,327,3.0
2015-05-15,Diclofenac,M01AB,25,100,18,398,254,3.34
2015-05-16,Diclofenac,M01AB,29,150,19,136,349,5.0
2015-05-17,Diclofenac,M01AB,36,150,32,287,288,5.0
2015-05-18,Diclofenac,M01AB,44,210,31,275,280,7.0
2015-05-19,Diclofenac,M01AB,23,90,34,372,188,3.0
2015-05-20,Diclofenac,M01AB,37,170,31,296,149,5.67
2015-05-21,Diclofenac,M01AB,48,180,62,339,292,6.0
2015-05-22,Diclofenac,M01AB,17,90,24,275,300,3.0
2015-05-23,Diclofenac,M01AB,45,170,56,10,238,5.68
2015-05-24,Diclofenac,M01AB,36,159,34,140,331,5.33
2015-05-25,Diclofenac,M01AB,74,289,42,14,27,9.66
2015-05-26,Diclofenac,M01AB,45,220,65,297,84,7.34
2015-05-27,Diclofenac,M01AB,32,120,40,94,228,4.0
2015-05-28,Diclofenac,M01AB,43,180,35,157,192,6.0
2015-05-29,Diclofenac,M01AB,48,189,55,27,95,6.33
2015-05-30,Diclofenac,M01AB,108,420,132,257,266,14.0
2015-05-31,Diclofenac,M01AB,23,90,29,340,243,3.0
2015-06-01,Diclofenac,M01AB,29,139,17,169,330,4.66
2015-06-02,Diclofenac,M01AB,65,249,79,178,282,8.33
2015-06-03,Diclofenac,M01AB,37,150,35,348,109,5.0
2015-06-04,Diclofenac,M01AB,16,69,16,304,273,2.33
2015-06-05,Diclofenac,M01AB,28,150,36,204,111,5.0
2015-06-06,Diclofenac,M01AB,23,110,18,387,279,3.68
2015-06-07,Diclofenac,M01AB,52,190,60,350,249,6.34
2015-06-08,Diclofenac,M01AB,46,180,53,354,165,6.0
2015-06-09,Diclofenac,M01AB,22,90,29,284,107,3.0
2015-06-10,Diclofenac,M01AB,33,130,33,264,54,4.34
2015-06-11,Diclofenac,M01AB,47,180,52,80,261,6.0
2015-06-12,Diclofenac,M01AB,11,50,12,250,341,1.67
2015-06-13,Diclofenac,M01AB,18,69,11,338,15,2.33
2015-06-14,Diclofenac,M01AB,30,150,28,207,238,5.0
2015-06-15,Diclofenac,M01AB,22,120,31,33,72,4.0
2015-06-16,Diclofenac,M01AB,51,210,28,48,125,7.0
2015-06-17,Diclofenac,M01AB,29,109,40,189,61,3.66
2015-06-18,Diclofenac,M01AB,23,90,32,262,254,3.0
2015-06-19,Diclofenac,M01AB,42,159,36,270,266,5.33
2015-06-20,Diclofenac,M01AB,52,280,53,357,161,9.34
2015-06-21,Diclofenac,M01AB,74,280,42,316,347,9.34
2015-06-22,Diclofenac,M01AB,38,155,34,327,219,5.17
2015-06-23,Diclofenac,M01AB,26,140,21,302,345,4.67
2015-06-24,Diclofenac,M01AB,23,114,20,30,256,3.83
2015-06-25,Diclofenac,M01AB,35,189,19,327,25,6.33
2015-06-26,Diclofenac,M01AB,46,215,45,252,104,7.17
2015-06-27,Diclofenac,M01AB,53,219,34,326,64,7.33
2015-06-28,Diclofenac,M01AB,32,160,47,63,162,5.34
2015-06-29,Diclofenac,M01AB,45,170,35,230,96,5.68
2015-06-30,Diclofenac,M01AB,7,30,9,322,333,1.0
2015-07-01,Diclofenac,M01AB,67,264,86,392,234,8.83
2015-07-02,Diclofenac,M01AB,17,90,14,376,35,3.0
2015-07-03,Diclofenac,M01AB,40,165,40,377,99,5.5
2015-07-04,Diclofenac,M01AB,47,220,27,270,110,7.35
2015-07-05,Diclofenac,M01AB,41,150,23,231,119,5.0
2015-07-06,Diclofenac,M01AB,32,165,40,220,179,5.5
2015-07-07,Diclofenac,M01AB,30,145,39,394,20,4.84
2015-07-08,Diclofenac,M01AB,11,60,13,247,27,2.0
2015-07-09,Diclofenac,M01AB,17,70,10,157,163,2.34
2015-07-10,Diclofenac,M01AB,41,165,21,151,72,5.5
2015-07-11,Diclofenac,M01AB,26,120,37,120,18,4.0
2015-07-12,Diclofenac,M01AB,46,189,56,228,261,6.33
2015-07-13,Diclofenac,M01AB,29,110,32,72,137,3.68
2015-07-14,Diclofenac,M01AB,2,10,2,165,343,0.34
2015-07-15,Diclofenac,M01AB,63,254,51,282,290,8.49
2015-07-16,Diclofenac,M01AB,50,250,60,220,180,8.34
2015-07-17,Diclofenac,M01AB,19,75,10,295,30,2.5
2015-07-18,Diclofenac,M01AB,23,110,31,37,171,3.68
2015-07-19,Diclofenac,M01AB,86,350,59,76,97,11.68
2015-07-20,Diclofenac,M01AB,34,175,39,233,299,5.84
2015-07-21,Diclofenac,M01AB,32,140,18,312,211,4.68
2015-07-22,Diclofenac,M01AB,53,279,32,32,188,9.33
2015-07-23,Diclofenac,M01AB,9,45,9,244,160,1.5
2015-07-24,Diclofenac,M01AB,37,180,38,159,342,6.0
2015-07-25,Diclofenac,M01AB,28,120,15,262,127,4.0
2015-07-26,Diclofenac,M01AB,38,150,40,379,123,5.0
2015-07-27,Diclofenac,M01AB,44,220,55,392,178,7.34
2015-07-28,Diclofenac,M01AB,93,425,114,328,111,14.18
2015-07-29,Diclofenac,M01AB,79,310,47,198,162,10.34
2015-07-30,Diclofenac,M01AB,20,90,26,270,20,3.0
2015-07-31,Diclofenac,M01AB,33,165,28,315,73,5.5
2015-08-01,Diclofenac,M01AB,40,150,34,248,185,5.0
2015-08-02,Diclofenac,M01AB,41,150,22,362,154,5.0
2015-08-03,Diclofenac,M01AB,11,45,13,165,208,1.5
2015-08-04,Diclofenac,M01AB,47,190,52,297,308,6.34
2015-08-05,Diclofenac,M01AB,29,150,32,168,268,5.0
2015-08-06,Diclofenac,M01AB,37,159,31,217,123,5.33
2015-08-07,Diclofenac,M01AB,29,129,31,383,327,4.33
2015-08-08,Diclofenac,M01AB,52,189,58,219,81,6.33
2015-08-09,Diclofenac,M01AB,41,150,26,287,148,5.0
2015-08-10,Diclofenac,M01AB,28,110,41,360,95,3.67
2015-08-11,Diclofenac,M01AB,69,369,83,74,223,12.33
2015-08-12,Diclofenac,M01AB,72,260,100,389,134,8.67
2015-08-13,Diclofenac,M01AB,60,240,60,10,124,8.0
2015-08-14,Diclofenac,M01AB,17,90,16,129,229,3.0
2015-08-15,Diclofenac,M01AB,21,100,31,97,162,3.34
2015-08-16,Diclofenac,M01AB,12,60,8,145,288,2.0
2015-08-17,Diclofenac,M01AB,52,240,45,299,102,8.0
2015-08-18,Diclofenac,M01AB,40,180,27,224,87,6.01
2015-08-19,Diclofenac,M01AB,46,189,62,281,98,6.33
2015-08-20,Diclofenac,M01AB,26,105,19,198,205,3.5
2015-08-21,Diclofenac,M01AB,41,180,24,311,264,6.0
2015-08-22,Diclofenac,M01AB,17,70,24,167,199,2.34
2015-08-23,Diclofenac,M01AB,73,269,66,174,100,8.99
2015-08-24,Diclofenac,M01AB,52,255,70,121,262,8.5
2015-08-25,Diclofenac,M01AB,14,70,18,391,147,2.34
2015-08-26,Diclofenac,M01AB,22,80,21,26,308,2.67
2015-08-27,Diclofenac,M01AB,66,279,40,314,204,9.33
2015-08-28,Diclofenac,M01AB,45,210,57,153,136,7.0
2015-08-29,Diclofenac,M01AB,80,325,57,288,193,10.84
2015-08-30,Diclofenac,M01AB,77,330,110,27,196,11.0
2015-08-31,Diclofenac,M01AB,31,120,20,234,188,4.0
2015-09-01,Diclofenac,M01AB,65,245,35,223,26,8.18
2015-09-02,Diclofenac,M01AB,32,159,33,343,282,5.33
2015-09-03,Diclofenac,M01AB,7,40,6,354,173,1.34
2015-09-04,Diclofenac,M01AB,18,100,26,38,31,3.34
2015-09-05,Diclofenac,M01AB,72,264,77,35,322,8.83
2015-09-06,Diclofenac,M01AB,63,249,67,264,252,8.33
2015-09-07,Diclofenac,M01AB,24,130,29,274,305,4.34
2015-09-08,Diclofenac,M01AB,16,80,20,360,160,2.67
2015-09-09,Diclofenac,M01AB,12,60,13,289,108,2.0
2015-09-10,Diclofenac,M01AB,40,180,58,47,268,6.0
2015-09-11,Diclofenac,M01AB,68,339,35,361,46,11.33
2015-09-12,Diclofenac,M01AB,37,139,26,347,301,4.66
2015-09-13,Diclofenac,M01AB,55,219,81,229,225,7.33
2015-09-14,Diclofenac,M01AB,30,140,20,310,282,4.68
2015-09-15,Diclofenac,M01AB,24,99,17,221,134,3.33
2015-09-16,Diclofenac,M01AB,4,20,5,386,208,0.67
2015-09-17,Diclofenac,M01AB,67,294,53,183,200,9.83
2015-09-18,Diclofenac,M01AB,26,100,13,241,245,3.34
2015-09-19,Diclofenac,M01AB,50,204,63,364,303,6.83
2015-09-20,Diclofenac,M01AB,72,299,61,349,164,9.99
2015-09-21,Diclofenac,M01AB,11,60,6,185,183,2.0
2015-09-22,Diclofenac,M01AB,39,209,30,394,156,6.99
2015-09-23,Diclofenac,M01AB,49,184,36,306,306,6.16
2015-09-24,Diclofenac,M01AB,24,89,28,181,122,2.99
2015-09-25,Diclofenac,M01AB,33,144,36,40,163,4.83
2015-09-26,Diclofenac,M01AB,77,372,43,201,236,12.42
2015-09-27,Diclofenac,M01AB,36,174,53,130,155,5.83
2015-09-28,Diclofenac,M01AB,7,30,4,352,121,1.0
2015-09-29,Diclofenac,M01AB,42,189,44,352,95,6.33
2015-09-30,Diclofenac,M01AB,44,159,60,305,64,5.32
2015-10-01,Diclofenac,M01AB,63,289,53,312,48,9.66
2015-10-02,Diclofenac,M01AB,37,150,42,35,110,5.0
2015-10-03,Diclofenac,M01AB,73,310,77,50,116,10.34
2015-10-04,Diclofenac,M01AB,54,210,78,171,80,7.0
2015-10-05,Diclofenac,M01AB,28,150,30,338,161,5.0
2015-10-06,Diclofenac,M01AB,45,170,56,156,172,5.69
2015-10-07,Diclofenac,M01AB,50,219,68,350,93,7.33
2015-10-08,Diclofenac,M01AB,51,264,50,110,65,8.82
2015-10-09,Diclofenac,M01AB,11,60,10,82,130,2.0
2015-10-10,Diclofenac,M01AB,48,184,33,225,197,6.16
2015-10-11,Diclofenac,M01AB,72,309,83,390,187,10.33
2015-10-12,Diclofenac,M01AB,61,289,38,291,83,9.66
2015-10-13,Diclofenac,M01AB,22,114,13,194,291,3.83
2015-10-14,Diclofenac,M01AB,34,139,26,268,344,4.66
2015-10-15,Diclofenac,M01AB,34,154,29,368,115,5.16
2015-10-16,Diclofenac,M01AB,10,50,14,185,179,1.67
2015-10-17,Diclofenac,M01AB,85,310,74,50,111,10.34
2015-10-18,Diclofenac,M01AB,57,220,47,299,124,7.34
2015-10-19,Diclofenac,M01AB,70,360,79,239,315,12.0
2015-10-20,Diclofenac,M01AB,23,100,27,189,189,3.34
2015-10-21,Diclofenac,M01AB,51,259,74,25,48,8.66
2015-10-22,Diclofenac,M01AB,26,129,29,114,197,4.33
2015-10-23,Diclofenac,M01AB,56,210,83,11,113,7.0
2015-10-24,Diclofenac,M01AB,76,295,55,63,223,9.84
2015-10-25,Diclofenac,M01AB,20,90,18,237,181,3.0
2015-10-26,Diclofenac,M01AB,67,270,81,66,81,9.0
2015-10-27,Diclofenac,M01AB,25,129,14,298,56,4.33
2015-10-28,Diclofenac,M01AB,5,30,6,53,174,1.0
2015-10-29,Diclofenac,M01AB,16,69,8,285,213,2.33
2015-10-30,Diclofenac,M01AB,35,159,22,187,101,5.33
2015-10-31,Diclofenac,M01AB,44,169,57,324,249,5.66
2015-11-01,Diclofenac,M01AB,17,69,11,171,287,2.33
2015-11-02,Diclofenac,M01AB,37,139,22,87,268,4.66
2015-11-03,Diclofenac,M01AB,8,40,8,211,26,1.34
2015-11-04,Diclofenac,M01AB,54,255,48,266,272,8.5
2015-11-05,Diclofenac,M01AB,24,129,19,259,334,4.33
2015-11-06,Diclofenac,M01AB,20,99,17,149,159,3.33
2015-11-07,Diclofenac,M01AB,25,120,28,33,191,4.0
2015-11-08,Diclofenac,M01AB,52,189,38,334,92,6.33
2015-11-09,Diclofenac,M01AB,30,109,31,115,310,3.66
2015-11-10,Diclofenac,M01AB,52,189,70,224,271,6.33
2015-11-11,Diclofenac,M01AB,63,289,80,238,171,9.66
2015-11-12,Diclofenac,M01AB,38,180,28,81,88,6.0
2015-11-13,Diclofenac,M01AB,39,150,54,248,270,5.0
2015-11-14,Diclofenac,M01AB,36,149,25,261,39,4.99
2015-11-15,Diclofenac,M01AB,8,39,9,293,79,1.33
2015-11-16,Diclofenac,M01AB,33,170,22,298,306,5.67
2015-11-17,Diclofenac,M01AB,51,190,42,299,164,6.34
2015-11-18,Diclofenac,M01AB,39,190,20,18,194,6.34
2015-11-19,Diclofenac,M01AB,13,60,16,101,317,2.0
2015-11-20,Diclofenac,M01AB,45,169,35,125,67,5.66
2015-11-21,Diclofenac,M01AB,31,120,15,97,85,4.0
2015-11-22,Diclofenac,M01AB,12,60,6,359,160,2.0
2015-11-23,Diclofenac,M01AB,21,90,28,344,200,3.0
2015-11-24,Diclofenac,M01AB,28,150,23,14,344,5.0
2015-11-25,Diclofenac,M01AB,34,169,47,123,204,5.66
2015-11-26,Diclofenac,M01AB,34,129,28,336,349,4.33
2015-11-27,Diclofenac,M01AB,5,20,3,386,72,0.67
2015-11-28,Diclofenac,M01AB,38,189,23,87,290,6.33
2015-11-29,Diclofenac,M01AB,47,199,55,301,100,6.66
2015-11-30,Diclofenac,M01AB,54,219,48,64,101,7.33
2015-12-01,Diclofenac,M01AB,13,59,13,67,187,1.99
2015-12-02,Diclofenac,M01AB,5,30,3,304,229,1.0
2015-12-03,Diclofenac,M01AB,31,120,39,136,262,4.0
2015-12-04,Diclofenac,M01AB,23,99,32,269,123,3.33
2015-12-05,Diclofenac,M01AB,54,240,75,205,226,8.0
2015-12-06,Diclofenac,M01AB,37,170,32,314,262,5.67
2015-12-07,Diclofenac,M01AB,22,90,31,148,107,3.0
2015-12-08,Diclofenac,M01AB,14,60,10,258,319,2.0
2015-12-09,Diclofenac,M01AB,21,100,16,291,176,3.34
2015-12-10,Diclofenac,M01AB,81,349,94,305,329,11.66
2015-12-11,Diclofenac,M01AB,46,175,42,381,42,5.84
2015-12-12,Diclofenac,M01AB,37,190,28,331,77,6.34
2015-12-13,Diclofenac,M01AB,59,279,73,374,205,9.33
2015-12-14,Diclofenac,M01AB,36,150,33,142,123,5.0
2015-12-15,Diclofenac,M01AB,38,149,41,334,196,4.99
2015-12-16,Diclofenac,M01AB,45,200,43,301,335,6.67
2015-12-17,Diclofenac,M01AB,53,270,51,276,154,9.0
2015-12-18,Diclofenac,M01AB,28,129,38,195,240,4.33
2015-12-19,Diclofenac,M01AB,1,0,0,330,103,0.0
2015-12-20,Diclofenac,M01AB,22,90,29,397,104,3.0
2015-12-21,Diclofenac,M01AB,32,150,47,132,143,5.0
2015-12-22,Diclofenac,M01AB,39,169,34,278,48,5.66
2015-12-23,Diclofenac,M01AB,22,99,26,82,250,3.33
2015-12-24,Diclofenac,M01AB,47,219,69,111,90,7.33
2015-12-25,Diclofenac,M01AB,5,19,6,173,46,0.66
2015-12-26,Diclofenac,M01AB,32,140,16,312,308,4.67
2015-12-27,Diclofenac,M01AB,33,159,34,127,211,5.33
2015-12-28,Diclofenac,M01AB,32,120,31,196,273,4.0
2015-12-29,Diclofenac,M01AB,82,320,72,85,77,10.67
2015-12-30,Diclofenac,M01AB,46,199,36,90,287,6.66
2015-12-31,Diclofenac,M01AB,54,229,50,235,84,7.66
2016-01-01,Diclofenac,M01AB,1,0,0,288,162,0.0
2016-01-02,Diclofenac,M01AB,2,10,2,320,292,0.34
2016-01-03,Diclofenac,M01AB,32,120,42,297,230,4.0
2016-01-04,Diclofenac,M01AB,48,219,44,307,221,7.33
2016-01-05,Diclofenac,M01AB,29,159,32,59,294,5.33
2016-01-06,Diclofenac,M01AB,44,199,49,206,196,6.66
2016-01-07,Diclofenac,M01AB,1,0,0,176,190,0.0
2016-01-08,Diclofenac,M01AB,60,240,32,254,339,8.0
2016-01-09,Diclofenac,M01AB,57,219,49,114,215,7.33
2016-01-10,Diclofenac,M01AB,43,210,31,298,273,7.0
2016-01-11,Diclofenac,M01AB,58,280,33,201,95,9.34
2016-01-12,Diclofenac,M01AB,70,360,100,215,309,12.0
2016-01-13,Diclofenac,M01AB,57,270,70,182,274,9.0
2016-01-14,Diclofenac,M01AB,16,60,13,224,163,2.0
2016-01-15,Diclofenac,M01AB,54,269,65,145,281,8.98
2016-01-16,Diclofenac,M01AB,26,100,24,251,42,3.34
2016-01-17,Diclofenac,M01AB,40,210,57,350,188,7.01
2016-01-18,Diclofenac,M01AB,22,105,13,383,284,3.5
2016-01-19,Diclofenac,M01AB,44,180,54,255,41,6.0
2016-01-20,Diclofenac,M01AB,16,69,15,379,277,2.32
2016-01-21,Diclofenac,M01AB,36,150,46,171,165,5.0
2016-01-22,Diclofenac,M01AB,5,24,7,325,41,0.83
2016-01-23,Diclofenac,M01AB,40,189,55,28,208,6.33
2016-01-24,Diclofenac,M01AB,30,120,16,17,41,4.0
2016-01-25,Diclofenac,M01AB,67,309,58,101,117,10.33
2016-01-26,Diclofenac,M01AB,37,170,20,250,302,5.68
2016-01-27,Diclofenac,M01AB,28,130,22,249,314,4.34
2016-01-28,Diclofenac,M01AB,52,219,45,203,286,7.33
2016-01-29,Diclofenac,M01AB,38,150,53,204,337,5.0
2016-01-30,Diclofenac,M01AB,67,270,39,60,317,9.0
2016-01-31,Diclofenac,M01AB,31,129,42,255,98,4.33
2016-02-01,Diclofenac,M01AB,39,190,22,381,312,6.34
2016-02-02,Diclofenac,M01AB,85,429,107,172,241,14.33
2016-02-03,Diclofenac,M01AB,63,240,58,199,274,8.0
2016-02-04,Diclofenac,M01AB,54,250,67,89,235,8.34
2016-02-05,Diclofenac,M01AB,34,169,27,333,299,5.66
2016-02-06,Diclofenac,M01AB,42,159,56,212,231,5.33
2016-02-07,Diclofenac,M01AB,21,109,14,99,64,3.66
2016-02-08,Diclofenac,M01AB,41,189,30,304,299,6.33
2016-02-09,Diclofenac,M01AB,42,210,26,263,194,7.0
2016-02-10,Diclofenac,M01AB,26,130,26,279,282,4.34
2016-02-11,Diclofenac,M01AB,10,49,9,170,186,1.66
2016-02-12,Diclofenac,M01AB,46,179,33,350,254,5.99
2016-02-13,Diclofenac,M01AB,16,80,13,143,37,2.67
2016-02-14,Diclofenac,M01AB,38,175,28,213,237,5.84
2016-02-15,Diclofenac,M01AB,35,159,19,106,158,5.33
2016-02-16,Diclofenac,M01AB,41,219,58,140,102,7.33
2016-02-17,Diclofenac,M01AB,21,90,11,24,120,3.0
2016-02-18,Diclofenac,M01AB,16,70,22,57,135,2.34
2016-02-19,Diclofenac,M01AB,30,120,20,327,117,4.0
2016-02-20,Diclofenac,M01AB,83,309,67,172,238,10.33
2016-02-21,Diclofenac,M01AB,35,190,37,271,350,6.34
2016-02-22,Diclofenac,M01AB,19,90,15,118,75,3.0
2016-02-23,Diclofenac,M01AB,19,90,21,124,76,3.0
2016-02-24,Diclofenac,M01AB,61,229,91,255,335,7.66
2016-02-25,Diclofenac,M01AB,46,239,37,95,43,7.99
2016-02-26,Diclofenac,M01AB,32,150,47,186,337,5.0
2016-02-27,Diclofenac,M01AB,55,240,45,138,225,8.0
2016-02-28,Diclofenac,M01AB,50,240,67,170,15,8.0
2016-02-29,Diclofenac,M01AB,56,210,73,345,231,7.0
2016-03-01,Diclofenac,M01AB,65,300,63,378,44,10.0
2016-03-02,Diclofenac,M01AB,21,99,17,345,179,3.33
2016-03-03,Diclofenac,M01AB,22,84,15,177,102,2.83
2016-03-04,Diclofenac,M01AB,41,150,58,201,273,5.0
2016-03-05,Diclofenac,M01AB,40,150,22,157,243,5.0
2016-03-06,Diclofenac,M01AB,30,150,23,28,113,5.0
2016-03-07,Diclofenac,M01AB,32,159,32,366,148,5.33
2016-03-08,Diclofenac,M01AB,32,120,20,232,51,4.0
2016-03-09,Diclofenac,M01AB,36,130,43,253,313,4.34
2016-03-10,Diclofenac,M01AB,46,189,68,51,60,6.33
2016-03-11,Diclofenac,M01AB,21,99,22,36,314,3.33
2016-03-12,Diclofenac,M01AB,22,90,29,32,333,3.0
2016-03-13,Diclofenac,M01AB,19,75,11,378,183,2.5
2016-03-14,Diclofenac,M01AB,28,129,28,395,135,4.33
2016-03-15,Diclofenac,M01AB,38,159,21,383,233,5.33
2016-03-16,Diclofenac,M01AB,39,159,32,295,65,5.33
2016-03-17,Diclofenac,M01AB,40,169,30,215,51,5.66
2016-03-18,Diclofenac,M01AB,22,100,20,21,285,3.34
2016-03-19,Diclofenac,M01AB,69,319,41,147,172,10.66
2016-03-20,Diclofenac,M01AB,60,239,58,317,329,7.99
2016-03-21,Diclofenac,M01AB,33,150,35,17,183,5.0
2016-03-22,Diclofenac,M01AB,18,69,12,116,34,2.33
2016-03-23,Diclofenac,M01AB,28,120,27,283,350,4.0
2016-03-24,Diclofenac,M01AB,56,205,46,305,58,6.84
2016-03-25,Diclofenac,M01AB,42,210,54,265,116,7.0
2016-03-26,Diclofenac,M01AB,16,75,19,61,195,2.5
2016-03-27,Diclofenac,M01AB,50,234,54,56,171,7.83
2016-03-28,Diclofenac,M01AB,21,100,23,84,331,3.34
2016-03-29,Diclofenac,M01AB,41,170,28,390,273,5.68
2016-03-30,Diclofenac,M01AB,45,214,63,117,333,7.16
2016-03-31,Diclofenac,M01AB,16,69,20,100,331,2.33
2016-04-01,Diclofenac,M01AB,51,189,27,222,312,6.33
2016-04-02,Diclofenac,M01AB,20,110,14,140,113,3.67
2016-04-03,Diclofenac,M01AB,60,290,88,387,80,9.67
2016-04-04,Diclofenac,M01AB,40,210,24,312,185,7.0
2016-04-05,Diclofenac,M01AB,34,180,45,113,252,6.0
2016-04-06,Diclofenac,M01AB,46,199,32,367,40,6.66
2016-04-07,Diclofenac,M01AB,42,189,55,354,34,6.33
2016-04-08,Diclofenac,M01AB,52,230,69,250,92,7.67
2016-04-09,Diclofenac,M01AB,68,270,67,288,321,9.0
2016-04-10,Diclofenac,M01AB,39,150,24,168,145,5.0
2016-04-11,Diclofenac,M01AB,2,9,2,215,21,0.33
2016-04-12,Diclofenac,M01AB,33,130,28,114,70,4.34
2016-04-13,Diclofenac,M01AB,36,189,48,229,44,6.33
2016-04-14,Diclofenac,M01AB,20,79,17,313,28,2.66
2016-04-15,Diclofenac,M01AB,26,129,17,360,290,4.33
2016-04-16,Diclofenac,M01AB,42,160,49,264,255,5.34
2016-04-17,Diclofenac,M01AB,25,129,36,59,52,4.33
2016-04-18,Diclofenac,M01AB,24,109,22,88,303,3.66
2016-04-19,Diclofenac,M01AB,23,90,23,300,72,3.0
2016-04-20,Diclofenac,M01AB,15,79,18,279,208,2.66
2016-04-21,Diclofenac,M01AB,18,90,26,291,182,3.0
2016-04-22,Diclofenac,M01AB,43,180,53,224,72,6.0
